59a39ef2d98b147941d4b9dca375b725|Maria liebte es, vor den Kameras in ihren extravaganten Kleidern zu posieren.|maria liebte es, vor den kameras in ihren extravaganten kleidern zu posieren.
4779206d4e3ae40790239a0afb3de898|Auf den ersten Blick sind die Müllers eine ganz normale Familie, aber eben nur auf den ersten Blick.|auf den ersten blick sind die müllers eine ganz normale familie, aber eben nur auf den ersten blick.
301e87869af699962db2d8265d9b0bb7|Sie ist mittelgroß.|sie ist mittelgroß.
a91448b740d26bc4da1c3eb377b8d19e|„Du hast nie etwas für mich getan, und jetzt erwartest du, dass ich dir helfe?“ – „Ja.“|„du hast nie etwas für mich getan, und jetzt erwartest du, dass ich dir helfe?“ – „ja.“
6a859aca05bb0dd29b36cfaf40386b22|Wenn ich Deine Hilfe nicht gehabt hätte, hätte ich es nicht gekonnt.|wenn ich deine hilfe nicht gehabt hätte, hätte ich es nicht gekonnt.
925314d1b3094f1f6dcb346568b41bf5|Wenn du beten lernen willst, so geh an die Ufer des Meeres.|wenn du beten lernen willst, so geh an die ufer des meeres.
4df1073c3fb0f5817ff068ad26121e40|Früher war alles anders.|früher war alles anders.
db72aca89b1942c4457f08c8c1f7ba9e|Vögel verändern zum Wenden und Manövrieren ihre Flügelform.|vögel verändern zum wenden und manövrieren ihre flügelform.
8e3662f2addc60a4263a6b2828fcd085|Obwohl es diese Gefahren gibt, ist die Bergsteigerei sehr in Mode.|obwohl es diese gefahren gibt, ist die bergsteigerei sehr in mode.
f709139fcf98c2876ab168f69cae57c2|Ich lerne sehr wenig.|ich lerne sehr wenig.
7eeeed50caa3e3918d3d191fcd63f95b|Sie schulden mir etwas.|sie schulden mir etwas.
5c73eefe7dc664846a23a194b0878fd0|Das Gericht verurteilte sie zu einer Bewährungsstrafe von sechs Monaten.|das gericht verurteilte sie zu einer bewährungsstrafe von sechs monaten.
30ea4d8c3c4b4fcf5200369cb7a5b00c|Habt ihr keine Ambition?|habt ihr keine ambition?
9359be7a467f638b1cab38f24cc5b3b9|Sie mag keine Apfelsinen.|sie mag keine apfelsinen.
825ef8f0ef6472bd0f95cb9422bc0009|Tom hat eine Sternfrucht gegessen.|tom hat eine sternfrucht gegessen.
9658e777cb0bf737c459ee113ae02715|Niemand muss mehr leisten, als er imstande ist.|niemand muss mehr leisten, als er imstande ist.
8d2d205f3ce3c8da900712cba1d6d587|Wir kolportierten die Anekdote, weil wir sie lustig fanden.|wir kolportierten die anekdote, weil wir sie lustig fanden.
44ecfc8232e2d0632de3fc14f9ef389c|Ich muss dich warnen, dieses Spielzeug macht süchtig.|ich muss dich warnen, dieses spielzeug macht süchtig.
beedd875400cc559d03bd30365b544d5|Wegen des Gipses kann ich meine linke Hand nicht benutzen.|wegen des gipses kann ich meine linke hand nicht benutzen.
3c0c92a46fe262f278ae56e79a8d65de|Er hat seine Schäfchen im Trockenen.|er hat seine schäfchen im trockenen.
e7ed21cd85c50e7d5d2f1e220b9305cf|Präsident Grant musste alle Hoffnung auf eine dritte Amtszeit fahren lassen.|präsident grant musste alle hoffnung auf eine dritte amtszeit fahren lassen.
e6a63acb1b546f24a9f23bfd8b8d27a1|Tom ist Turner.|tom ist turner.
1285b6cfa6fe3f1277d497ef908279dd|Kinder werden so schnell groß.|kinder werden so schnell groß.
6532a9787d3c5ec4691658b4e41fb276|Tom verbrachte zwei Monate im Sommerlager: den Juli und den August.|tom verbrachte zwei monate im sommerlager: den juli und den august.
0342ea2b4071847c0b94aeea59c2f917|Er fiel herab, ehe er die Leiter angelegt; er ertrank, eher er den Steg gesehen.|er fiel herab, ehe er die leiter angelegt; er ertrank, eher er den steg gesehen.
ef9de3de324d347693110d500373640e|Der Lehm ist unser aller Bruder.|der lehm ist unser aller bruder.
550ef134c66d369e83de71aeb6402b72|Das dauert eine Viertelstunde bis zwanzig Minuten.|das dauert eine viertelstunde bis zwanzig minuten.
056567df4da8b38c2701fc40ec68652f|Bei Fehlfunktion des Kühlschrankes bitte die Bedienungsanleitung lesen.|bei fehlfunktion des kühlschrankes bitte die bedienungsanleitung lesen.
11b9a565338fbcaaebe676d09b56e3f6|Versprich nichts, doch was du versprochen hast, halte.|versprich nichts, doch was du versprochen hast, halte.
f2424784a8f12f16bedd73f8895df8fa|Auf einem Seil können nicht zwei Akrobaten tanzen.|auf einem seil können nicht zwei akrobaten tanzen.
8d3a201105cfbd081d6a92dc087cbc5e|Sie warten draußen.|sie warten draußen.
9b82de7903e6131468f4561e6c3229f9|Was bedeutet dein Nachname?|was bedeutet dein nachname?
d4e4bf94c42f01efdfa2a38d38b406d9|Entschuldigung angenommen.|entschuldigung angenommen.
722e2d0f83bd57b93f16bc3b2ed73e2a|Tom sah sehr gut aus.|tom sah sehr gut aus.
269a99230452c467cb241d9c51b495a4|Nachdem er eine Dreiviertelstunde beim Arzt gewartet hatte, wurde Tom immer ungeduldiger.|nachdem er eine dreiviertelstunde beim arzt gewartet hatte, wurde tom immer ungeduldiger.
8bd7a6714dd6b6329a159987b19740a7|„Ich bin nicht vergesslich!“ – „Doch, Tom. Gestehe es dir ein. Du hast ein Gedächtnis wie ein Sieb.“|„ich bin nicht vergesslich!“ – „doch, tom. gestehe es dir ein. du hast ein gedächtnis wie ein sieb.“
60c7d6934273b76acc295b3c3f12ab12|Heimat ist nicht da, wo man geboren ist, sondern da, wo man satt wird.|heimat ist nicht da, wo man geboren ist, sondern da, wo man satt wird.
2d2b1560cfc962fdd42c619bf3b3cb01|Wer den Esel vor sich hertreibt, muss seinen Furz ertragen.|wer den esel vor sich hertreibt, muss seinen furz ertragen.
cf0a9cee02264122417e6e429e6c55c7|Meinst du, sie ginge mit mir aus?|meinst du, sie ginge mit mir aus?
159a4d99e9221d7530afbe9a697e0be4|Sage Deiner Frau nichts Schlechtes, sie könnte dir Gift ins Essen tun.|sage deiner frau nichts schlechtes, sie könnte dir gift ins essen tun.
9d1a635ea7955cbeeb7b11cb29d36679|Wir waren jung und sorglos.|wir waren jung und sorglos.
f4ff4bc0288d3420881cfca953a2926e|Mach nicht die Stimmung kaputt.|mach nicht die stimmung kaputt.
6bfb857d85f4d790bbec2493a56588dc|Der wahre Protagonist wurde von niemandem erschossen.|der wahre protagonist wurde von niemandem erschossen.
9028919e4708778c8b717e87a75c7a51|Bist du immer noch mit ihm zusammen?|bist du immer noch mit ihm zusammen?
9a8405f4275795662ce778c17cfc78e3|Selbst die Decke der Schatzkammer ist sehr prunkvoll.|selbst die decke der schatzkammer ist sehr prunkvoll.
18ecf99ee7d76ed146703862118f7d1f|Die Schatzkammer des Kaisers ist prunkvoller als die des Königs.|die schatzkammer des kaisers ist prunkvoller als die des königs.
e30b50e2a30f26946de694696a1c5fbd|Hast du daran gedacht, das Badezeug in den Koffer zu packen?|hast du daran gedacht, das badezeug in den koffer zu packen?
5b4fdac9867937404b887757eb2d329a|Dieser blaue Anorak ist viel wärmer als der schwarze.|dieser blaue anorak ist viel wärmer als der schwarze.
8fb0da709311f6d2ae7f830f9c26ce5c|Wirst du mir eine Ansichtskarte schicken?|wirst du mir eine ansichtskarte schicken?
ca62f025f917f8ed9ebc1a6e31346a8c|Da es regnet, haben die Touristen an der Sehenswürdigkeit ihre Regenmäntel angezogen.|da es regnet, haben die touristen an der sehenswürdigkeit ihre regenmäntel angezogen.
62de52222971b6aeda5d31a6978848ce|Wer tollem Weibe glaubt und es umwirbt, sich Habe, Leib und Seele ganz verdirbt.|wer tollem weibe glaubt und es umwirbt, sich habe, leib und seele ganz verdirbt.
be5e5757bbae3a2cac6d054248d2daaa|Er liest nur die Rubriken „Wirtschaft“ und „Politik“.|er liest nur die rubriken „wirtschaft“ und „politik“.
0005d2f3e44131b28bc4190a91e0cde4|Ihr Regenmantel ist violett.|ihr regenmantel ist violett.
873f84609e7f2684006a1dbf8793d6f2|Sie mag Geckos.|sie mag geckos.
3e9bef4bc47a79841a3b50d91e2e0362|„Bist du hetero oder lesbisch?“ – „Ich bin hetero.“|„bist du hetero oder lesbisch?“ – „ich bin hetero.“
9e2ab34806d996148536641bfabdde7b|In vielen Städten gibt es einen Brunnen namens „Gerechtigkeitsbrunnen“.|in vielen städten gibt es einen brunnen namens „gerechtigkeitsbrunnen“.
5976d293f9270663d81f7e065aa23ffc|Die Katze, die die Wurst nicht greifen konnte, sagt: „Immerhin ist Freitag.“|die katze, die die wurst nicht greifen konnte, sagt: „immerhin ist freitag.“
1818fc4a9c7f29765a5dbc6790e770fd|Ich habe nur getan, was ihr mir aufgetragen habt.|ich habe nur getan, was ihr mir aufgetragen habt.
fd86bb8fa736a0e3ad061d645968d58a|Sie wachsen noch.|sie wachsen noch.
3d9d4acfafebe3775f0562b218800f47|Tom verteidigt seine Ansichten mit großer Leidenschaft.|tom verteidigt seine ansichten mit großer leidenschaft.
88d7b952ae19ecf5c44d155e48ac16ac|Zieh dir was an.|zieh dir was an.
fd84dd858e0e0563a5d151b83a8f9270|Sie schien nervös zu sein.|sie schien nervös zu sein.
0686f551ad2d6edf90c6e66ea7978435|Wie viele hattest du?|wie viele hattest du?
fb6c131174437d5b6b3ce756d9f714ef|Wir aßen so lange, bis wir nichts mehr essen konnten.|wir aßen so lange, bis wir nichts mehr essen konnten.
8c36d2b80f00156fec809abfc91a7fc5|Tom pflegte immer zu sagen, dass der Schnaps Brennstoff für sein Gehirn sei.|tom pflegte immer zu sagen, dass der schnaps brennstoff für sein gehirn sei.
9a9a3468dea9329a02ec879e1bbe6822|Hundert geteilt durch fünf sind zwanzig.|hundert geteilt durch fünf sind zwanzig.
10818998404cddb4c55faa5d2d350f5a|Wir haben noch immer viel zu tun.|wir haben noch immer viel zu tun.
e3e6f65a743d52b9d5ead32eb5a561d1|Kinder verstehen alles.|kinder verstehen alles.
e222ec8f4fce91ee1c85a98da1be6bf3|Ich habe nur eine Bitte.|ich habe nur eine bitte.
c44a797f0f2652adb761d6f117b5b3c0|Wir sind nicht sehr weit gekommen.|wir sind nicht sehr weit gekommen.
62a2dad182595660d75cb6adb8fafea3|Ödland bringt Unkraut hervor, das Alter Krankheiten mit sich.|ödland bringt unkraut hervor, das alter krankheiten mit sich.
0edf30347a4254286e11eff1fd931a01|Man sollte niemals „niemals“ sagen.|man sollte niemals „niemals“ sagen.
bf82591e3bd3cd0e2d47b4cdd4f495ea|Heute wird es immer wieder einmal regnen; daher nimmst du besser deinen Schirm mit.|heute wird es immer wieder einmal regnen; daher nimmst du besser deinen schirm mit.
ca72f9162d30046f41b01df66c105e00|Der Ätna schleuderte bei einem Ausbruch Lava und Aschewolken in den Himmel Siziliens.|der ätna schleuderte bei einem ausbruch lava und aschewolken in den himmel siziliens.
17bdfba8e0490458fa9ef0cc2562ec7c|Wie die Zirkusvorstellung, so auch die Werbetrommel.|wie die zirkusvorstellung, so auch die werbetrommel.
331cc6b5ecb86638ea60ba941b799549|Blumen sind zum Pflücken da, Mädchen zum Scherzen.|blumen sind zum pflücken da, mädchen zum scherzen.
c1622836312a0154868bfa61f0a4492d|Es ist besser, weniger Donner im Munde zu führen und mehr Blitz in der Hand.|es ist besser, weniger donner im munde zu führen und mehr blitz in der hand.
097d48c926cd04e492b5de2bc1a09e21|Hat dir schon mal jemand gesagt, dass du dich schrecklich anziehst?|hat dir schon mal jemand gesagt, dass du dich schrecklich anziehst?
4841a4e9e26727c7d346f2c8867db03c|Diskettenlaufwerke wurden schon längst durch CD-Laufwerke verdrängt.|diskettenlaufwerke wurden schon längst durch cd-laufwerke verdrängt.
58f4d3de6f9c825e9c948c68686aeef4|Maria ist eine schüchterne und zurückhaltende junge Frau.|maria ist eine schüchterne und zurückhaltende junge frau.
7d5771eaff1ac9f5981194209ec4b6e8|Daniel fragte Lindas Vater, ob er mit seiner Tochter ausgehen dürfe.|daniel fragte lindas vater, ob er mit seiner tochter ausgehen dürfe.
549e7c73ac441e40f3143b67227a968d|Mit den Weingläsern musst du besonders vorsichtig sein.|mit den weingläsern musst du besonders vorsichtig sein.
6c40239f5d63ec76b022d02ad5fed5b6|Wolltest du immer schon Schauspieler werden oder war das etwas, was einfach so gekommen ist?|wolltest du immer schon schauspieler werden oder war das etwas, was einfach so gekommen ist?
59da4d32cf133309d942b8fe854e31c4|Tom trug einen dunklen Pullover.|tom trug einen dunklen pullover.
945c701a708a07fe950b940ce7a4ac52|Ich habe zurzeit zu viel um die Ohren.|ich habe zurzeit zu viel um die ohren.
bf88f3c1790794407e27ae0d8944b12e|Niemand wartet auf mich.|niemand wartet auf mich.
f9e2155aec5f2d9997a7c44a58882158|Hört auf zu kämpfen!|hört auf zu kämpfen!
f2d12b6d7e629b8e0485f2198fee2542|Wir haben das tun müssen.|wir haben das tun müssen.
f87e7ccb9c495d406d9a8a2ab5fea6cb|Oft muss ich erst loslassen, was ich behalten will.|oft muss ich erst loslassen, was ich behalten will.
46f9392848a062e6ff343fcb27427839|Tom sagt, er sei heute zu müde, um uns zu helfen.|tom sagt, er sei heute zu müde, um uns zu helfen.
b29b39ee00cd521ffd97edcf5cc2fd50|„Wo ist die Bohrmaschine?“ – „Bei Tom auf dem Zimmer.“|„wo ist die bohrmaschine?“ – „bei tom auf dem zimmer.“
455470cbe607fbd307c543bd13a1741b|Du musst dich dann eben auf deine vier Buchstaben setzen und gut lernen!|du musst dich dann eben auf deine vier buchstaben setzen und gut lernen!
a1b65627710fde65451e63494d15a166|Ich kann es nicht fassen, dass ihr mir das angetan habt!|ich kann es nicht fassen, dass ihr mir das angetan habt!
96b9f2038c7e372c4a0baa0c20d45956|Ich kann mich nicht erinnern, dich hierher eingeladen zu haben.|ich kann mich nicht erinnern, dich hierher eingeladen zu haben.
b754f81d39df0b86a5c9ad5ddbafe8c5|Ich wette, es funktioniert.|ich wette, es funktioniert.
f273e363a39474f0711cb7aea564e1eb|Ich weiß, dass etwas nicht stimmt, aber ich bin mir nicht ganz sicher, was es ist.|ich weiß, dass etwas nicht stimmt, aber ich bin mir nicht ganz sicher, was es ist.
3778084932539417f35e35e106b1f4c0|Wir lassen nicht nach!|wir lassen nicht nach!
0743d6fcb2f3b973d0533a171b3e4fd1|Der Alkohol begann, sein Leben zu beherrschen.|der alkohol begann, sein leben zu beherrschen.
3af9c0fcdb9870008e3ed48a7d19a9c7|Wenn man schon etwas versucht, muss man auch sein Bestes geben.|wenn man schon etwas versucht, muss man auch sein bestes geben.
37fd3d60a419afd9dad0a79aeb077a54|Ich benötige sie.|ich benötige sie.
e1d156006a5f2c5da193fe5f18b6eaf1|Er wird als hochqualifizierter Angestellter erachtet.|er wird als hochqualifizierter angestellter erachtet.
c9fc43ae5753fe937f2e20e72c2add01|Es wird heute warm werden.|es wird heute warm werden.
387b7aaab441cb956706428ce174f4ab|Mehrere Schafe des Bauern wurden von wilden Hunden gerissen.|mehrere schafe des bauern wurden von wilden hunden gerissen.
d53718bc13d843b6e640003c25d173b6|Schönschreiben ist heutzutage nicht mehr gefragt.|schönschreiben ist heutzutage nicht mehr gefragt.
b765afbff56dd0f857e9fccdad6fc5aa|Ein hübsches Kompliment ist eine glaubwürdige Übertreibung.|ein hübsches kompliment ist eine glaubwürdige übertreibung.
d4eceeb76f4531ae73733dc5d707a3b3|Bei meiner Thailandreise hätte ich beinahe meinen Flug verpasst.|bei meiner thailandreise hätte ich beinahe meinen flug verpasst.
cdd694966ead4adef5483c5efd7aa34d|Beyoncé und Jay-Z haben ihre Tochter Blue Ivy genannt.|beyoncé und jay-z haben ihre tochter blue ivy genannt.
a22deafffbc7712bebb57c80f2aedf96|Ein Schiffer muss erst sein Kapitänspatent machen, ehe man ihm einen Kahn anvertraut.|ein schiffer muss erst sein kapitänspatent machen, ehe man ihm einen kahn anvertraut.
26de88383f45ba4d6ed4d6227e584ce1|Vom Schlechten kann man nie zu wenig, und das Gute nie zu oft lesen.|vom schlechten kann man nie zu wenig, und das gute nie zu oft lesen.
012265c86fae6a659dbdfdd455203778|Bist du grad müde?|bist du grad müde?
74bb242f0968228d343df8deb0cad4d0|Keiner will essen.|keiner will essen.
a024ae5b272a746599990abe14782c63|Sie sah gut aus, tandaradei!|sie sah gut aus, tandaradei!
e334d88190ec53fc2f4adabd34abf933|Sie vermochten zwar zusammen zu schlafen, aber zum Träumen reichte es nicht.|sie vermochten zwar zusammen zu schlafen, aber zum träumen reichte es nicht.
0a31b8e1e6c72806d16f8a99df0d8dd9|Keiner weiß, was ihn morgen trifft.|keiner weiß, was ihn morgen trifft.
ea9e7cf295932cbd37ab001b068349af|Aus persönlichen Gründen.|aus persönlichen gründen.
24bc3ca1a1013def62411d963b26ccc0|Warum ist es nur passiert?|warum ist es nur passiert?
b55c32b9236e9a87d033a52363f4e838|Wir sind wie Flugzeugkonstrukteure: wir bauen noch, aber das Ding hat schon abgehoben.|wir sind wie flugzeugkonstrukteure: wir bauen noch, aber das ding hat schon abgehoben.
591719f0dae86b8aea147fd8aa1d5861|Sie beugte sich zu ihm und küsste ihn auf die Wange.|sie beugte sich zu ihm und küsste ihn auf die wange.
6e275db671a94d053dfc2efe780bd335|Du musst Aufklärung betreiben.|du musst aufklärung betreiben.
e34d1eede724b07c07bfc7e708b9a5e4|Erwarte nichts von einer Beziehung!|erwarte nichts von einer beziehung!
625d6a2ea0d8e14572c3bb8180769ba4|Wir wohnen in dem Mietshaus gleich dort auf der anderen Straßenseite.|wir wohnen in dem mietshaus gleich dort auf der anderen straßenseite.
437c9f729d78b1152c0410d1bca0b998|Man sollte es nicht für möglich halten, aber auch die Tugenden müssen ihre Grenzen haben.|man sollte es nicht für möglich halten, aber auch die tugenden müssen ihre grenzen haben.
5175db8ffc73f85bc9aaa2a7ecd3ebc3|Wir können nicht einfach so tun, als wäre nichts passiert.|wir können nicht einfach so tun, als wäre nichts passiert.
9fefe2b3acc4ea86336051c8f183667b|Jeder hat die Chance, mit sechzig so klug zu werden, wie er mit zwanzig gewesen ist.|jeder hat die chance, mit sechzig so klug zu werden, wie er mit zwanzig gewesen ist.
69dea6b1b4a820ad13a495998cf2bf4a|Der Kreativität sind keine Grenzen gesetzt, aber nur auf den Rängen, leider nicht auf dem Spielfeld.|der kreativität sind keine grenzen gesetzt, aber nur auf den rängen, leider nicht auf dem spielfeld.
046a7903b758004294b44bf152ed1265|Gib mir deine Kontonummer und ich überweise dir etwas Geld.|gib mir deine kontonummer und ich überweise dir etwas geld.
7d56ccaf45c3eccba9d0caf4e851afc3|Ich muss es herausbekommen.|ich muss es herausbekommen.
e69b0344f91ba3e6ad81942f70b5ac36|Keiner wird dahinterkommen.|keiner wird dahinterkommen.
210b32446176d172db8d104790e3d301|Amateure stören in jedem Beruf, überall, ob es eine Putzfrau ist, ein Chauffeur oder was weiß ich.|amateure stören in jedem beruf, überall, ob es eine putzfrau ist, ein chauffeur oder was weiß ich.
d705fbd0882f2fb911c5e32dbdfa0656|Eigentlich war ich nicht zufrieden. Keiner konnte mir eine befriedigende Antwort geben.|eigentlich war ich nicht zufrieden. keiner konnte mir eine befriedigende antwort geben.
6dd607b162073591f073735500b3c6a3|Ich verstehe nicht einmal mich selbst.|ich verstehe nicht einmal mich selbst.
654567afd5da203d9b3445dcda67aaf9|Ich kenne niemanden, mit dem ich mich auf Chinesisch unterhalten könnte.|ich kenne niemanden, mit dem ich mich auf chinesisch unterhalten könnte.
ccc2a5ba17955575f75a374debc2da1f|Jetzt werden bereits viele Gebäude erdbebensicher gebaut.|jetzt werden bereits viele gebäude erdbebensicher gebaut.
